INDEX,MEMBERSHIP_NUMBER,MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_CODE,START_DATE,END_DATE,MEMBERSHIP_STATUS
3573,A03575,52,100000,S,F,300000,1,TYPE-B,43,0,ANNUAL,928077,20100331,20110527,CANCELLED
7263,A07268,17,118203.72,M,M,600000,2,TYPE-A,57,3,MONTHLY,343477,20120830,,INFORCE
7472,A07477,12,125000,S,M,249996,1,TYPE-B,24,0,ANNUAL,499499,20121023,,INFORCE
9756,A09761,17,124809,,F,499992,2,TYPE-A,56,0,MONTHLY,343355,20130919,,INFORCE
2020,A02021,25,400000,M,M,999996,1,TYPE-B,60,1,ANNUAL,493488,20090831,,INFORCE
1780,A01781,22,100000,M,M,699996,5,TYPE-B,34,1,ANNUAL,547200,20090618,,INFORCE
248,A00249,17,200000,M,M,2000004,1,TYPE-B,33,2,ANNUAL,192766,20080430,,INFORCE
3088,A03089,27,100000,M,F,450000,1,TYPE-B,33,1,ANNUAL,746166,20100226,20110427,CANCELLED
8218,A08223,17,229979.51,M,M,699996,2,TYPE-A,44,3,ANNUAL,1239533,20130228,,INFORCE
8990,A08995,75,102340.25,,M,,6,TYPE-A,79,0,ANNUAL,1310433,20130529,,INFORCE
2564,A02565,22,100000,M,M,450000,1,TYPE-B,43,3,ANNUAL,812433,20091231,,INFORCE
9543,A09548,22,106134.16,,M,249996,1,TYPE-A,56,0,ANNUAL,773733,20130822,,INFORCE
971,A00972,22,125399.64,S,M,300000,1,TYPE-B,25,0,MONTHLY,540488,20081128,,INFORCE
6559,A06564,12,189999.92,M,F,499992,2,TYPE-B,48,2,ANNUAL,1307111,20120312,20130511,CANCELLED
7130,A07135,12,500000,,M,1500000,2,TYPE-B,61,0,ANNUAL,1236200,20120710,20130908,CANCELLED
8805,A08810,32,199999.69,M,M,960000,1,TYPE-A,53,3,ANNUAL,1359799,20130331,,INFORCE
8462,A08467,22,206180.03,,M,600000,2,TYPE-A,8,3,ANNUAL,1394400,20130326,,INFORCE
4775,A04778,36,150000,M,F,450000,1,TYPE-B,59,3,ANNUAL,270777,20100831,,INFORCE
6240,A06245,58,132882.4,M,M,1200000,1,TYPE-A,46,2,ANNUAL,1290500,20111230,,INFORCE
1791,A01792,12,150000,M,M,500004,1,TYPE-B,72,1,ANNUAL,404111,20090622,,INFORCE
10162,A10167,91,149999.86,,M,699996,2,TYPE-A,35,2,ANNUAL,1440233,20131031,,INFORCE
447,A00448,32,100000,M,M,399996,1,TYPE-B,53,2,ANNUAL,137622,20080411,20090611,CANCELLED
7399,A07404,12,180001.44,M,M,3000000,2,TYPE-B,62,1,MONTHLY,1237533,20120928,,INFORCE
7233,A07238,91,172385.78,,M,499992,2,TYPE-A,53,0,ANNUAL,1320244,20120730,20130827,CANCELLED
5079,A05082,12,200000,M,M,650004,1,TYPE-B,43,1,SEMI-ANNUAL,499499,20101229,,INFORCE
1360,A01361,9,100000,M,M,600000,1,TYPE-B,43,2,SEMI-ANNUAL,243788,20090302,,INFORCE
2055,A02056,30,174999,M,M,5000004,1,TYPE-B,54,3,ANNUAL,52011,20090907,20111106,CANCELLED
7522,A07527,12,100000,M,M,432000,1,TYPE-B,46,3,SEMI-ANNUAL,1302422,20121119,20130718,CANCELLED
3989,A03991,12,100000,M,M,350004,1,TYPE-B,57,2,ANNUAL,949499,20100531,,INFORCE
4833,A04836,27,150000,M,M,450000,1,TYPE-B,48,3,ANNUAL,890222,20100914,20111113,CANCELLED
461,A00462,17,100000,,,,1,TYPE-B,38,0,SEMI-ANNUAL,96044,20080502,20081227,CANCELLED
3059,A03060,27,100000,S,M,399996,1,TYPE-B,26,0,QUARTERLY,873622,20100226,20110725,CANCELLED
2119,A02120,22,100005,,,,1,TYPE-B,60,0,ANNUAL,20188,20090929,20101127,CANCELLED
5972,A05977,32,101659.92,S,M,300000,1,TYPE-A,27,0,MONTHLY,1227255,20111007,20111213,CANCELLED
6001,A06006,32,149999.14,,M,900000,1,TYPE-A,40,0,ANNUAL,91800,20110930,20121028,CANCELLED
1175,A01176,12,999000,M,M,9600000,1,TYPE-B,44,2,ANNUAL,161688,20090106,20100307,CANCELLED
376,A00377,17,100000,,,,1,TYPE-B,48,0,SEMI-ANNUAL,113877,20080331,,INFORCE
410,A00411,17,100000,M,F,,4,TYPE-B,34,1,ANNUAL,195544,20080331,,INFORCE
5768,A05771,22,150000,M,M,949992,1,TYPE-B,53,3,ANNUAL,739299,20110627,20120825,CANCELLED
4284,A04286,27,100000,,,,1,TYPE-B,85,0,ANNUAL,772044,20100730,,INFORCE
5323,A05326,12,200004,M,M,3500004,1,TYPE-B,53,2,ANNUAL,1152444,20110131,,INFORCE
2554,A02555,70,100000,,,,,TYPE-B,49,0,SEMI-ANNUAL,450800,20091230,,INFORCE
7809,A07814,17,120000.96,M,F,499992,2,TYPE-A,66,2,MONTHLY,347966,20121231,,INFORCE
1501,A01502,30,600004.8,M,M,3000000,1,TYPE-B,55,1,MONTHLY,343411,20090330,20090726,CANCELLED
9868,A09873,17,123693.6,M,M,399996,2,TYPE-A,44,3,MONTHLY,343477,20130930,,INFORCE
2114,A02115,12,100000,M,F,150000,1,TYPE-B,38,1,ANNUAL,583966,20090930,,INFORCE
8978,A08983,17,119988.91,M,M,999996,1,TYPE-A,45,3,ANNUAL,1368522,20130515,,INFORCE
1732,A01733,17,120000.96,M,M,1500000,1,TYPE-B,48,3,MONTHLY,132888,20090529,,INFORCE
4139,A04141,42,250000,M,M,2760000,1,TYPE-B,53,2,ANNUAL,865677,20100629,,INFORCE
8770,A08775,12,500000,M,M,4500000,2,TYPE-B,44,2,ANNUAL,1267955,20130331,,INFORCE
274,A00275,17,120000,M,M,249996,1,TYPE-B,34,2,ANNUAL,109099,20080229,,INFORCE
2823,A02824,22,100000,S,M,399996,1,TYPE-B,24,0,ANNUAL,201366,20100127,,INFORCE
9610,A09615,17,114998.96,M,M,999996,1,TYPE-A,49,2,ANNUAL,343466,20130829,,INFORCE
9872,A09877,22,107213.68,M,M,300000,1,TYPE-A,28,1,SEMI-ANNUAL,343344,20130930,,INFORCE
2464,A02465,17,100000,M,M,399996,1,TYPE-B,49,3,ANNUAL,614755,20091230,20110226,CANCELLED
4450,A04452,36,100000,M,M,375000,1,TYPE-B,59,2,ANNUAL,668066,20100823,,INFORCE
9033,A09038,80,200000.4,,M,3000000,1,TYPE-A,54,0,ANNUAL,1347855,20130531,,INFORCE
2676,A02677,27,150000,M,M,900000,1,TYPE-B,44,3,ANNUAL,758066,20100118,20110319,CANCELLED
9419,A09424,32,412596.96,M,M,1899996,1,TYPE-A,66,2,ANNUAL,1234800,20130814,,INFORCE
6315,A06320,63,235999.97,,M,199992,2,TYPE-A,76,1,ANNUAL,1132277,20120131,,INFORCE
4100,A04102,12,150000,,,,1,TYPE-B,51,0,ANNUAL,596522,20100625,,INFORCE
5863,A05867,32,101017.07,,M,3000000,1,TYPE-A,40,2,ANNUAL,1231777,20110804,,INFORCE
9338,A09343,32,299999.54,,M,99996,2,TYPE-A,62,0,SEMI-ANNUAL,1349422,20130807,,INFORCE
467,A00468,17,100000,M,F,399996,1,TYPE-B,58,1,ANNUAL,202511,20080530,,INFORCE
7185,A07190,17,121855.8,,M,499992,2,TYPE-A,41,0,MONTHLY,1097788,20120724,,INFORCE
4337,A04339,65,200000,M,F,450000,1,TYPE-B,28,3,SEMI-ANNUAL,270766,20100730,,INFORCE
1496,A01497,22,100000,M,M,500004,1,TYPE-B,48,3,ANNUAL,200533,20090409,20100606,CANCELLED
2886,A02887,27,100000,S,M,350004,1,TYPE-B,24,0,ANNUAL,828633,20100129,,INFORCE
1775,A01776,16,180000,S,F,399996,1,TYPE-B,59,0,MONTHLY,684911,20090616,,INFORCE
4412,A04414,34,200000,M,M,600000,1,TYPE-B,60,2,ANNUAL,1125188,20100817,20111016,CANCELLED
513,A00514,43,100000,M,M,1200000,1,TYPE-B,41,1,ANNUAL,211011,20080602,,INFORCE
7763,A07768,68,334444.64,M,M,799992,2,TYPE-A,37,2,ANNUAL,1331000,20130107,,INFORCE
1597,A01598,17,200000,M,F,999996,5,TYPE-B,37,3,ANNUAL,47399,20090331,,INFORCE
2927,A02928,12,200000,M,F,474996,5,TYPE-B,62,2,ANNUAL,742477,20100223,,INFORCE
8431,A08436,54,600001.16,M,M,2250000,2,TYPE-A,51,3,ANNUAL,1347855,20130331,,INFORCE
921,A00922,17,100000,M,F,144000,1,TYPE-B,46,1,ANNUAL,200322,20081031,,INFORCE
4055,A04057,53,100000,M,M,600000,1,TYPE-B,42,2,ANNUAL,1068077,20100616,,INFORCE
8167,A08172,12,120000,M,M,444000,1,TYPE-B,56,1,SEMI-ANNUAL,407300,20130228,20131027,CANCELLED
2260,A02261,12,100000,M,M,399996,1,TYPE-B,36,2,ANNUAL,803244,20091027,,INFORCE
2133,A02134,17,100246.4,,,,1,TYPE-B,65,1,ANNUAL,538877,20090929,,INFORCE
474,A00475,17,100000,S,M,500004,1,TYPE-B,23,0,ANNUAL,131022,20080505,,INFORCE
8142,A08147,12,120000.96,S,M,499992,2,TYPE-B,24,0,MONTHLY,1337888,20130219,20130718,CANCELLED
8256,A08261,12,120000.96,M,M,600000,2,TYPE-B,33,1,MONTHLY,1112455,20130228,,INFORCE
4898,A04901,17,100515.24,M,M,999996,1,TYPE-A,47,1,ANNUAL,739255,20101018,20111115,CANCELLED
6618,A06623,32,100000.76,M,M,,6,TYPE-A,63,1,ANNUAL,1256722,20120323,20130422,CANCELLED
4484,A04486,39,142499.25,S,F,999996,1,TYPE-B,55,0,ANNUAL,1112455,20100830,,INFORCE
5458,A05461,12,162001.2,,M,,1,TYPE-B,62,0,MONTHLY,1196233,20110304,20110703,CANCELLED
6119,A06124,88,110000.48,,M,600000,2,TYPE-A,39,0,ANNUAL,1234800,20111130,,INFORCE
7211,A07216,12,100000.8,M,F,450000,2,TYPE-B,28,3,MONTHLY,1325388,20120730,20121127,CANCELLED
480,A00481,17,300000,M,M,384996,1,TYPE-B,39,3,ANNUAL,179600,20080523,20110722,CANCELLED
3274,A03276,57,100000,M,M,600000,1,TYPE-B,38,1,ANNUAL,739200,20100317,20120516,CANCELLED
10115,A10120,71,125911.2,M,M,349992,2,TYPE-A,33,1,SEMI-ANNUAL,1354033,20131028,,INFORCE
3948,A03950,17,100000,,,,1,TYPE-B,46,0,ANNUAL,739199,20100531,20110727,CANCELLED
3443,A03445,27,105000,M,M,399996,1,TYPE-B,33,1,ANNUAL,833999,20100326,,INFORCE
4372,A04374,43,100000,M,M,450000,1,TYPE-B,51,2,SEMI-ANNUAL,114166,20100813,,INFORCE
9940,A09945,17,299971.2,M,M,999996,2,TYPE-A,36,2,MONTHLY,1400100,20130930,,INFORCE
8132,A08137,27,101953.33,S,M,600000,1,TYPE-A,30,0,ANNUAL,343344,20130218,,INFORCE
9594,A09599,17,150000.01,M,M,1659996,1,TYPE-A,30,1,ANNUAL,828311,20130829,,INFORCE
3826,A03828,35,400000,M,M,2000004,,TYPE-B,60,3,ANNUAL,832200,20100430,20110621,CANCELLED
6932,A06937,12,300000,M,M,3000000,1,TYPE-B,41,1,ANNUAL,1231777,20120330,20130527,CANCELLED
6711,A06716,12,109999.92,,M,,6,TYPE-B,67,1,ANNUAL,1209722,20120330,,INFORCE
8826,A08831,12,150000,M,M,499992,1,TYPE-B,40,3,ANNUAL,1245266,20130331,,INFORCE
6329,A06334,12,100000,M,F,600000,2,TYPE-B,44,2,ANNUAL,1298677,20120131,20130329,CANCELLED
9265,A09270,17,180450.67,M,M,999996,1,TYPE-A,42,2,ANNUAL,343377,20130710,,INFORCE
8829,A08834,27,123800.47,M,M,360000,1,TYPE-A,29,3,ANNUAL,1383522,20130416,,INFORCE
3776,A03778,78,100000,,,,1,TYPE-B,53,0,SEMI-ANNUAL,453433,20100524,,INFORCE
8491,A08496,27,359387.16,M,M,1200000,2,TYPE-A,51,2,MONTHLY,1079488,20130322,,INFORCE
6857,A06862,12,600004.8,M,M,1800000,2,TYPE-B,43,3,MONTHLY,1240577,20120330,20120727,CANCELLED
4162,A04164,29,200000,M,M,,6,TYPE-B,66,3,ANNUAL,1082366,20100630,,INFORCE
714,A00715,17,100000.8,W,F,,4,TYPE-B,35,0,MONTHLY,421211,20080829,20090226,CANCELLED
3145,A03147,27,100000,M,M,600000,1,TYPE-B,36,2,ANNUAL,873622,20100226,,INFORCE
9859,A09864,12,150001.2,M,M,300000,2,TYPE-B,37,2,MONTHLY,1464288,20130930,,INFORCE
2483,A02484,22,103580,M,M,999996,1,TYPE-B,35,2,ANNUAL,548300,20091230,,INFORCE
8535,A08540,12,1000000,S,M,1950000,2,TYPE-B,25,0,ANNUAL,1383699,20130330,,INFORCE
5830,A05834,94,149999.51,,F,699996,1,TYPE-A,37,0,ANNUAL,1238811,20110708,,INFORCE
6448,A06453,12,100000,M,M,349992,1,TYPE-B,34,3,ANNUAL,1219222,20120221,20130422,CANCELLED
9714,A09719,12,200000,M,M,2499996,1,TYPE-B,38,2,SEMI-ANNUAL,1349422,20130917,,INFORCE
7226,A07231,12,120000.96,D,F,600000,1,TYPE-B,35,0,MONTHLY,1267911,20120727,,INFORCE
1020,A01021,44,300000,M,M,600000,1,TYPE-B,41,1,ANNUAL,33444,20081223,20100127,CANCELLED
705,A00706,17,100000,,,,1,TYPE-B,62,3,ANNUAL,169088,20080930,,INFORCE
8882,A08887,12,120000,,M,291996,2,TYPE-B,65,0,ANNUAL,1128477,20130417,,INFORCE
6324,A06329,12,100000,S,M,379992,2,TYPE-B,33,0,ANNUAL,1219777,20120131,20130329,CANCELLED
7951,A07956,17,121195.32,M,F,1500000,1,TYPE-A,39,2,MONTHLY,348355,20130118,,INFORCE
9995,A10000,27,309045.34,M,M,1200000,2,TYPE-A,39,3,SEMI-ANNUAL,343344,20131007,,INFORCE
4793,A04796,24,120000,M,F,300000,1,TYPE-B,70,2,MONTHLY,348355,20100831,,INFORCE
9417,A09422,22,123707.28,M,M,499992,1,TYPE-A,61,1,MONTHLY,343344,20130731,,INFORCE
908,A00909,12,100000,M,M,390000,1,TYPE-B,50,2,SEMI-ANNUAL,494877,20081106,,INFORCE
10238,A10243,27,235949.16,M,M,2850000,1,TYPE-A,34,1,MONTHLY,343344,20131118,,INFORCE
2982,A02983,40,100000,M,F,500004,1,TYPE-B,54,1,ANNUAL,632811,20100217,,INFORCE
8466,A08471,12,120000.96,M,M,199992,1,TYPE-B,35,1,MONTHLY,1217188,20130320,,INFORCE
8254,A08259,27,154680.77,M,M,429996,1,TYPE-A,60,3,ANNUAL,343344,20130228,,INFORCE
1670,A01671,12,100000,M,M,500004,1,TYPE-B,39,3,SEMI-ANNUAL,176799,20090506,20100105,CANCELLED
2514,A02515,27,100000,M,M,500004,1,TYPE-B,26,1,SEMI-ANNUAL,779111,20091229,20100827,CANCELLED
10124,A10129,17,125811.12,M,F,199992,2,TYPE-A,29,2,MONTHLY,1477788,20131031,,INFORCE
594,A00595,38,100000,M,M,399996,1,TYPE-B,46,3,SEMI-ANNUAL,299722,20080714,,INFORCE
4700,A04703,37,100000,M,M,500004,1,TYPE-B,57,1,ANNUAL,437477,20100831,20111027,CANCELLED
440,A00441,47,180001.44,M,F,,4,TYPE-B,37,2,MONTHLY,53611,20080410,20080809,CANCELLED
4667,A04670,49,100000,M,M,350004,1,TYPE-B,46,3,ANNUAL,735244,20100831,,INFORCE
5979,A05984,12,100000,,F,207996,1,TYPE-B,54,0,ANNUAL,1135788,20110930,,INFORCE
9369,A09374,22,123711.12,,F,999996,1,TYPE-A,66,0,MONTHLY,343344,20130729,,INFORCE
9384,A09389,17,112782.11,S,F,2400000,2,TYPE-A,40,0,ANNUAL,343344,20130729,,INFORCE
10082,A10087,22,135000.55,W,F,192636,2,TYPE-A,53,0,ANNUAL,1267733,20131031,,INFORCE
10,A00011,12,1000000,M,M,5047008,1,TYPE-B,38,3,ANNUAL,11933,20070330,,INFORCE
5850,A05854,12,199999.99,M,M,699996,1,TYPE-B,54,3,ANNUAL,9955,20110728,20120926,CANCELLED
10044,A10049,22,119998.2,,F,399996,2,TYPE-A,51,0,MONTHLY,343344,20131017,,INFORCE
1795,A01796,17,100000,,,,1,TYPE-B,38,0,ANNUAL,325777,20090622,,INFORCE
3952,A03954,42,500004,M,M,999996,1,TYPE-B,53,3,MONTHLY,739255,20100526,,INFORCE
93,A00094,17,100000,M,M,324996,1,TYPE-B,57,2,ANNUAL,27933,20071231,20090226,CANCELLED
1915,A01916,27,180001.44,M,M,999996,1,TYPE-B,58,3,MONTHLY,343344,20090723,,INFORCE
8667,A08672,17,199867,,F,,6,TYPE-A,86,1,SEMI-ANNUAL,343344,20130331,20131028,CANCELLED
9704,A09709,96,119999.64,,M,499992,1,TYPE-A,30,0,MONTHLY,1232477,20130912,,INFORCE
6927,A06932,12,150000,M,F,399996,1,TYPE-B,44,1,ANNUAL,1265211,20120330,20130527,CANCELLED
5261,A05264,12,255000,M,M,799992,1,TYPE-B,40,3,SEMI-ANNUAL,1182555,20110131,20120328,CANCELLED
5186,A05189,75,100514.82,,M,,1,TYPE-A,59,0,ANNUAL,175677,20101231,20130127,CANCELLED
5277,A05280,12,100000,,F,,1,TYPE-B,41,0,ANNUAL,751144,20110124,20120322,CANCELLED
292,A00293,17,100000,M,M,440004,1,TYPE-B,39,2,SEMI-ANNUAL,170177,20080312,,INFORCE
788,A00789,42,134401.08,M,F,350004,1,TYPE-B,42,1,MONTHLY,287411,20080918,20090215,CANCELLED
3538,A03540,63,100000,W,F,,4,TYPE-B,29,0,SEMI-ANNUAL,711511,20100331,,INFORCE
5549,A05552,12,100000,,M,,6,TYPE-B,70,2,ANNUAL,867622,20110321,,INFORCE
7717,A07722,17,121705.92,M,M,600000,1,TYPE-A,42,1,MONTHLY,347777,20121219,,INFORCE
5749,A05752,12,100000.84,M,M,1399992,1,TYPE-A,52,3,SEMI-ANNUAL,1163088,20110512,20111210,CANCELLED
1606,A01607,12,100000,M,F,300000,1,TYPE-B,37,2,QUARTERLY,646322,20090331,,INFORCE
5411,A05414,66,100514.66,M,M,200004,1,TYPE-A,39,3,ANNUAL,858055,20110221,,INFORCE
3873,A03875,22,100000,M,F,339996,1,TYPE-B,38,3,ANNUAL,552599,20100510,20110709,CANCELLED
5095,A05098,12,100000.99,M,M,600000,1,TYPE-B,47,1,ANNUAL,1148055,20101220,,INFORCE
1318,A01319,9,100000,W,F,2258004,1,TYPE-B,50,0,ANNUAL,596255,20090302,,INFORCE
8731,A08736,17,125997.72,,M,,6,TYPE-A,68,3,MONTHLY,347755,20130415,,INFORCE
2423,A02424,12,375002.76,M,M,1800000,1,TYPE-B,55,1,MONTHLY,828388,20091209,,INFORCE
4896,A04899,17,120007.8,M,F,399996,1,TYPE-A,36,1,ANNUAL,531077,20101022,,INFORCE
2516,A02517,27,100000,M,M,300000,5,TYPE-B,39,1,ANNUAL,423733,20091231,,INFORCE
7669,A07674,17,102998.54,,M,,6,TYPE-A,74,3,SEMI-ANNUAL,348355,20121213,,INFORCE
9374,A09379,32,103090.02,,M,799992,1,TYPE-A,65,0,ANNUAL,733411,20130729,,INFORCE
4907,A04910,17,100514.23,S,M,450000,1,TYPE-A,30,0,ANNUAL,597099,20101015,,INFORCE
3881,A03883,64,300000,S,M,1549992,1,TYPE-B,29,0,QUARTERLY,674211,20100511,20101009,CANCELLED
8657,A08662,17,148031.96,W,F,900000,1,TYPE-A,47,0,ANNUAL,343344,20130331,,INFORCE
6673,A06678,12,999999.99,M,M,1500000,2,TYPE-B,68,1,ANNUAL,1301811,20120330,20130527,CANCELLED
8530,A08535,17,103089.9,D,F,375000,1,TYPE-A,42,0,ANNUAL,343344,20130325,,INFORCE
10285,A10290,60,103621.94,M,M,1999992,2,TYPE-A,44,1,ANNUAL,1480733,20131125,,INFORCE
2519,A02520,17,150000,M,M,699996,1,TYPE-B,36,2,ANNUAL,448099,20091230,,INFORCE
3413,A03415,12,200000,M,M,999996,1,TYPE-B,55,2,ANNUAL,413311,20100326,,INFORCE
6101,A06106,12,120000.96,M,F,799992,2,TYPE-B,46,3,MONTHLY,1081988,20111129,20131027,CANCELLED
4230,A04232,50,120000,M,F,799992,1,TYPE-B,45,2,MONTHLY,343477,20100719,,INFORCE
3445,A03447,44,100000,M,M,500004,1,TYPE-B,51,2,ANNUAL,924788,20100326,,INFORCE
3034,A03035,37,100000,M,F,200004,1,TYPE-B,58,2,ANNUAL,364999,20100225,,INFORCE
7376,A07381,32,197012.33,,M,1099992,2,TYPE-A,43,2,ANNUAL,1331000,20120921,20131021,CANCELLED
6388,A06393,12,200000,M,M,289992,2,TYPE-B,23,1,ANNUAL,1174677,20120221,,INFORCE
6366,A06371,12,400000,M,F,349992,2,TYPE-B,38,2,ANNUAL,1298000,20120227,20130428,CANCELLED
3984,A03986,40,100000,M,F,600000,1,TYPE-B,54,2,ANNUAL,949499,20100531,,INFORCE
3000,A03001,27,100000,,,,1,TYPE-B,25,1,ANNUAL,851644,20100311,,INFORCE
2534,A02535,22,100000,M,M,549996,1,TYPE-B,53,1,ANNUAL,672355,20100106,20110307,CANCELLED
7666,A07671,102,101316.84,,M,379992,1,TYPE-A,27,0,MONTHLY,1354477,20121217,,INFORCE
6201,A06206,12,100000,,M,354072,2,TYPE-B,41,0,ANNUAL,1288544,20111228,20130226,CANCELLED
837,A00838,43,180001.44,M,F,549996,1,TYPE-B,41,2,MONTHLY,198988,20080930,,INFORCE
6087,A06092,12,250000.07,M,M,999996,2,TYPE-B,51,3,ANNUAL,992877,20111128,20130127,CANCELLED
2816,A02817,40,300000,M,M,1485240,1,TYPE-B,55,2,ANNUAL,742455,20100128,,INFORCE
227,A00228,52,102000.84,M,M,500004,1,TYPE-B,30,3,MONTHLY,114211,20080215,20080614,CANCELLED
2595,A02596,66,100000,M,F,249996,1,TYPE-B,26,1,ANNUAL,747100,20091231,,INFORCE
4245,A04247,27,300000,M,M,699996,1,TYPE-B,40,2,QUARTERLY,707311,20100730,,INFORCE
8509,A08514,17,121804.68,M,F,300000,1,TYPE-A,41,1,MONTHLY,343344,20130325,,INFORCE
6847,A06852,12,120000.96,M,M,799992,2,TYPE-B,34,2,MONTHLY,831011,20120330,20121227,CANCELLED
4119,A04121,55,500000,M,M,999996,1,TYPE-B,39,3,ANNUAL,923511,20100628,,INFORCE
3692,A03694,43,150000,M,M,500004,1,TYPE-B,52,1,ANNUAL,189822,20100331,20110527,CANCELLED
5003,A05006,17,199998.97,,M,,6,TYPE-A,75,0,ANNUAL,910399,20101124,,INFORCE
4712,A04715,60,500000,M,M,999996,1,TYPE-B,35,2,ANNUAL,739255,20100831,,INFORCE
3007,A03008,27,100000,M,M,999996,1,TYPE-B,36,3,ANNUAL,865022,20100219,,INFORCE
5419,A05422,92,100514.82,,M,,1,TYPE-A,45,0,ANNUAL,1144255,20110223,,INFORCE
157,A00158,36,200000,S,M,249996,1,TYPE-B,49,0,ANNUAL,138366,20080122,20100323,CANCELLED
1864,A01865,47,125000,M,F,360000,1,TYPE-B,37,1,ANNUAL,256488,20090708,20100906,CANCELLED
6250,A06255,83,149999.51,S,M,517992,2,TYPE-A,19,0,ANNUAL,1271600,20111230,,INFORCE
3921,A03923,27,151000,M,M,699996,1,TYPE-B,48,3,ANNUAL,1003677,20100520,,INFORCE
2673,A02674,27,250000,M,M,300000,1,TYPE-B,34,2,ANNUAL,267944,20100112,20110313,CANCELLED
1441,A01442,19,100000,S,F,300000,1,TYPE-B,26,0,ANNUAL,287233,20090320,20110519,CANCELLED
6070,A06075,32,200007.12,M,M,279996,1,TYPE-A,25,3,MONTHLY,1135222,20111219,20120305,CANCELLED
6879,A06884,12,999999.98,M,M,6600000,1,TYPE-B,50,3,SEMI-ANNUAL,865477,20120330,,INFORCE
700,A00701,17,100000,S,M,165000,1,TYPE-B,22,0,ANNUAL,271922,20080827,20091026,CANCELLED
8628,A08633,12,1000000,,M,39999996,2,TYPE-B,14,2,ANNUAL,1404522,20130330,,INFORCE
3027,A03028,45,100000,M,M,1200000,1,TYPE-B,50,3,ANNUAL,343411,20100222,,INFORCE
8251,A08256,17,296063.92,M,F,480000,1,TYPE-A,49,1,SEMI-ANNUAL,343344,20130228,,INFORCE
6887,A06892,17,129791.82,M,M,349992,2,TYPE-A,57,1,ANNUAL,797400,20120330,,INFORCE
7818,A07823,12,250000,M,F,286908,2,TYPE-B,45,3,SEMI-ANNUAL,209388,20121231,,INFORCE
6282,A06287,12,120000,S,M,750000,1,TYPE-B,27,0,SEMI-ANNUAL,1143799,20120112,,INFORCE
5620,A05623,12,150000,M,M,3000000,1,TYPE-B,39,3,ANNUAL,664844,20110331,,INFORCE
4189,A04191,27,240000,,,,1,TYPE-B,68,0,SEMI-ANNUAL,309877,20100716,,INFORCE
6148,A06153,12,210000.07,M,M,3999996,2,TYPE-B,49,1,ANNUAL,923455,20111130,,INFORCE
5638,A05641,12,500000,,M,,1,TYPE-B,70,3,ANNUAL,1003666,20110331,,INFORCE
5639,A05642,12,500000,,M,,1,TYPE-B,70,1,ANNUAL,1003666,20110331,,INFORCE
5731,A05734,12,399999.99,M,M,534216,1,TYPE-B,53,2,ANNUAL,633977,20110511,20120710,CANCELLED
7917,A07922,17,140000.66,,M,799992,1,TYPE-A,81,1,SEMI-ANNUAL,347999,20130131,,INFORCE
2588,A02589,27,100000,,,,1,TYPE-B,61,2,ANNUAL,699366,20091230,,INFORCE
6864,A06869,12,500000,M,M,2499996,1,TYPE-B,36,2,ANNUAL,1310466,20120330,20130527,CANCELLED
9778,A09783,17,119598.92,M,F,,4,TYPE-A,51,1,SEMI-ANNUAL,1249166,20130920,,INFORCE
4803,A04806,22,100000,M,M,480000,1,TYPE-B,47,1,ANNUAL,812211,20100909,,INFORCE
8273,A08278,17,119995.44,,M,,6,TYPE-A,74,0,MONTHLY,343477,20130308,,INFORCE
10299,A10304,27,307030.89,,M,348744,2,TYPE-A,49,3,ANNUAL,1456177,20131128,,INFORCE
6081,A06086,32,101017.07,,M,,1,TYPE-A,40,3,ANNUAL,1231777,20111115,20121215,CANCELLED
9296,A09301,22,300000.72,,M,499992,1,TYPE-A,73,1,MONTHLY,347866,20130726,20131011,CANCELLED
1402,A01403,9,100000,M,M,350004,1,TYPE-B,46,3,ANNUAL,544200,20090313,,INFORCE
3317,A03319,27,100000,M,F,756000,1,TYPE-B,44,2,ANNUAL,872033,20100319,,INFORCE
3724,A03726,17,100000,,,,1,TYPE-B,58,0,SEMI-ANNUAL,922411,20100409,,INFORCE
3541,A03543,27,120000,M,M,350004,1,TYPE-B,34,3,ANNUAL,873622,20100331,,INFORCE
4541,A04543,65,100000,,,,1,TYPE-B,82,0,SEMI-ANNUAL,439155,20100827,20111026,CANCELLED
4528,A04530,19,150000,W,F,,6,TYPE-B,75,0,ANNUAL,343344,20100827,,INFORCE
6105,A06110,67,195000.14,,M,999996,2,TYPE-A,62,0,ANNUAL,1271000,20111125,,INFORCE
5168,A05171,12,100000.99,M,M,499992,1,TYPE-B,60,1,ANNUAL,789533,20110106,,INFORCE
9082,A09087,17,119686.67,M,M,799992,1,TYPE-A,55,1,ANNUAL,343344,20130605,,INFORCE
2273,A02274,13,180000,M,M,,6,TYPE-B,71,2,MONTHLY,343477,20091030,,INFORCE
8042,A08047,32,101814.16,,F,,6,TYPE-A,60,0,ANNUAL,1386911,20130131,,INFORCE
603,A00604,17,100000,S,M,2160000,1,TYPE-B,24,0,ANNUAL,161888,20080722,,INFORCE
